Service Area,Account Description,Creditor,Transaction Date,JV Reference,JV Date,JV Value
Children's Family Services,Stationery,Amazon Mktplce EU-U,22/12/2014,4271,16/01/2015,1.78
Children's Family Services,Stationery,Amazon Mktplce EU-U,22/12/2014,4270,16/01/2015,6.49
Children's Family Services,Stationery,Amazon Mktplce EU-U,22/12/2014,4269,16/01/2015,7
Children's Family Services,Stationery,Amazon Mktplce EU-U,19/12/2014,4267,16/01/2015,4.38
Children's Family Services,Stationery,Amazon Mktplce EU-U,15/12/2014,4265,16/01/2015,8.6
Children's Family Services,Stationery,Amazon Mktplce EU-U,12/12/2014,4261,16/01/2015,3.7
Children's Family Services,Stationery,Amazon Mktplce EU-U,05/12/2014,4250,16/01/2015,15.5
Children's Family Services,Stationery,Amazon Mktplce EU-U,10/12/2014,4259,16/01/2015,20.4
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,04/12/2014,4192,16/01/2015,4.3
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,04/12/2014,4193,16/01/2015,17.22
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,04/12/2014,4194,16/01/2015,5.99
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,04/12/2014,4195,16/01/2015,13.97
Adults and Communities,Books-CDs-Audio-Video,Amazon Mktplce EU-U,22/12/2014,4191,16/01/2015,30.8
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,15/12/2014,4232,16/01/2015,34.81
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,04/12/2014,4197,16/01/2015,26.94
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,16/12/2014,4292,16/01/2015,59.8
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,16/12/2014,4293,16/01/2015,9.74
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,03/12/2014,4285,16/01/2015,15.98
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,04/12/2014,4286,16/01/2015,5.56
Children's Family Services,Books-CDs-Audio-Video,Amazon Mktplce EU-U,05/12/2014,4287,16/01/2015,34.4
Children's Family Services,Miscellaneous Expenses,BARNET REGISTER OFF,29/12/2014,4306,16/01/2015,15
Children's Family Services,Miscellaneous Expenses,BARNET REGISTER OFF,19/12/2014,4305,16/01/2015,20
Children's Family Services,Miscellaneous Expenses,BARNET REGISTER OFF,19/12/2014,4304,16/01/2015,20
Commissioning,Cleaning and domestic material,BLAKES DRY CLEANER,19/12/2014,4139,16/01/2015,15
Children's Family Services,Other Transfer Payments to Soc,BLUE INC,10/12/2014,4258,16/01/2015,9.99
Commissioning,Vehicle Running Costs,BP KELLYS CORNER CO,08/12/2014,4134,16/01/2015,9
Commissioning,Vehicle Running Costs,BP KELLYS CORNER CO,22/12/2014,4140,16/01/2015,9
Children's Family Services,Other Transfer Payments to Soc,BROWN BASIC,04/12/2014,4203,16/01/2015,75
Children's Family Services,Telephones Calls,BT BILL PAYMENT 1,10/12/2014,4113,16/01/2015,61.26
Children's Family Services,Telephones Calls,BT BILL PAYMENT 1,10/12/2014,4114,16/01/2015,75.23
Children's Education & Skills,Consumable Catering Supplies,BUNZL CATERING SERV,08/12/2014,4005,16/01/2015,9.47
Children's Education & Skills,Consumable Catering Supplies,BUNZL CATERING SERV,08/12/2014,4003,16/01/2015,131.59
Children's Family Services,Equipment and Materials Purcha,COOPERS OF BARNET,15/12/2014,4060,16/01/2015,8.48
Children's Family Services,Other Transfer Payments to Soc,COOPERS OF BARNET,17/12/2014,4064,16/01/2015,49.91
Commissioning,Subsistence,COSTA COFFEE,02/12/2014,4130,16/01/2015,2.8
Children's Family Services,Equipment and Materials Purcha,CURRYS,03/12/2014,4179,16/01/2015,8.33
Children's Family Services,Equipment and Materials Purcha,CURRYS ONLINE,17/12/2014,4354,16/01/2015,169.99
Children's Family Services,Equipment and Materials Purcha,CURRYS ONLINE,11/12/2014,4051,16/01/2015,189.99
Children's Family Services,Other Transfer Payments to Soc,CURRYS ONLINE,17/12/2014,4063,16/01/2015,109.99
Children's Family Services,Other Transfer Payments to Soc, ARGOS,22/12/2014,4032,16/01/2015,113.95
Children's Family Services,Food Costs, TESCO STORE 2296,01/01/2015,4033,16/01/2015,12.27
Commissioning,Equipment and Materials Purcha,DARTS  TROPHIES,04/12/2014,4125,16/01/2015,345.3
Children's Education & Skills,Equipment and Materials Purcha,DAWSONSDEPARTMENTS,18/12/2014,4026,16/01/2015,173.25
Children's Education & Skills,Equipment and Materials Purcha,DAWSONSDEPARTMENTS,12/12/2014,4013,16/01/2015,183.75
Streetscene,Building Repairs & Maintenance,DISCOUNT FLOORING -,15/12/2014,4334,16/01/2015,-527.52
Streetscene,Building Repairs & Maintenance,DISCOUNT FLOORING -,04/12/2014,4333,16/01/2015,527.52
Children's Family Services,Other Energy,E.ON ENERGY SOLUTIO,26/12/2014,4121,16/01/2015,141
Children's Family Services,Other Energy,EDF ENERGY-IVR,26/12/2014,4122,16/01/2015,202.55
Commissioning,IT Services,EQUINUX AG,15/12/2014,4172,16/01/2015,73.92
Children's Family Services,Food Costs,FIOS FOOD CENTRE,15/12/2014,4056,16/01/2015,21.41
Children's Family Services,Food Costs,FIOS FOOD CENTRE,31/12/2014,4087,16/01/2015,18.29
Children's Family Services,Publications,FIOS FOOD CENTRE,31/12/2014,4088,16/01/2015,0.55
Children's Service DSG,Equipment and Materials Purcha,GLS EDUCATIONAL,11/12/2014,4352,16/01/2015,42.48
Children's Family Services,Private Contractors - Third Pa,GO2 EVENTS LTD NLHM,05/12/2014,4182,16/01/2015,89.04
Children's Family Services,Food Costs,GOURMET BURGER,15/12/2014,4186,16/01/2015,45.2
Children's Family Services,Miscellaneous Expenses,GRO HM PASSPORT OFF,03/12/2014,4303,16/01/2015,46.8
Children's Family Services,Miscellaneous Expenses,GRO HM PASSPORT OFF,08/12/2014,4302,16/01/2015,23.4
Children's Family Services,Training,HCC-CASHIERS,09/12/2014,4288,16/01/2015,270.43
Children's Family Services,Private Contractors - Third Pa,HISTORIC ROYAL PAL,15/12/2014,4150,16/01/2015,20
Children's Family Services,Private Contractors - Third Pa,HISTORIC ROYAL PAL,15/12/2014,4151,16/01/2015,31
Children's Family Services,Other Transfer Payments to Soc,HM,23/12/2014,4343,16/01/2015,22
Children's Family Services,Other Transfer Payments to Soc,HM,26/12/2014,4217,16/01/2015,19.99
Customer Support Group,Legal and Court Fees,HMCOURTS-SERVICE.G,02/12/2014,4324,16/01/2015,252
Children's Family Services,Other Services,HOBBYCRAFT 53,31/12/2014,4202,16/01/2015,200
Commissioning,Subsistence,HOLIDAY INN BRENT C,12/12/2014,4236,16/01/2015,165
Commissioning,Subsistence,HOLIDAY INN BRENT C,12/12/2014,4237,16/01/2015,165
Commissioning,Subsistence,HOLIDAY INN BRENT C,12/12/2014,4238,16/01/2015,195
Commissioning,Subsistence,HOLIDAY INN BRENT C,12/12/2014,4239,16/01/2015,165
Commissioning,Subsistence,HOLIDAY INN ELSTREE,31/12/2014,4226,16/01/2015,640
Children's Family Services,Other Transfer Payments to Soc,HOME STORE,22/12/2014,4329,16/01/2015,13.46
Children's Service DSG,Equipment and Materials Purcha,HTTP://SHOP.ICAN.OR,11/12/2014,4280,16/01/2015,60
Children's Family Services,Equipment and Materials Purcha,IKEA SACAT,10/12/2014,4050,16/01/2015,8.8
Customer Support Group,Postage,INTERLINK EXPRESS,11/12/2014,4310,16/01/2015,22.79
Children's Family Services,Travelling Expenses,ISLINGTON PAY  DISP,15/12/2014,4187,16/01/2015,8
Children's Family Services,Equipment and Materials Purcha,ITUNES.COM/BILL,05/12/2014,4315,16/01/2015,139.99
Children's Family Services,Equipment and Materials Purcha,ITUNES.COM/BILL,11/12/2014,4231,16/01/2015,6.98
Children's Family Services,Equipment and Materials Purcha,ITUNES.COM/BILL,04/12/2014,4229,16/01/2015,2.97
Children's Family Services,Equipment and Materials Purcha,ITUNES.COM/BILL,11/12/2014,4230,16/01/2015,7.32
Children's Family Services,Other Transfer Payments to Soc,J D SPORTS  1,26/12/2014,4220,16/01/2015,30
Children's Family Services,Other Transfer Payments to Soc,J D SPORTS 546,26/12/2014,4221,16/01/2015,50
Children's Family Services,Other Transfer Payments to Soc,J D SPORTS 546,23/12/2014,4344,16/01/2015,60
Children's Family Services,Other Transfer Payments to Soc,JD SPORTS 346,15/12/2014,4059,16/01/2015,20
Children's Family Services,Equipment and Materials Purcha,JOHN LEWIS,31/12/2014,4109,16/01/2015,21.99
Children's Education & Skills,Equipment and Materials Purcha,JOHN LEWIS,15/12/2014,4024,16/01/2015,-85
Children's Family Services,Food Costs,JS ONLINE GROCERY,02/12/2014,4169,16/01/2015,335.72
Children's Family Services,Food Costs,JS ONLINE GROCERY,16/12/2014,4116,16/01/2015,-2
Children's Family Services,Food Costs,JS ONLINE GROCERY,16/12/2014,4115,16/01/2015,296.58
Children's Family Services,Food Costs,JS ONLINE GROCERY,09/12/2014,4112,16/01/2015,-6.25
Children's Family Services,Food Costs,JS ONLINE GROCERY,09/12/2014,4111,16/01/2015,253.97
Children's Family Services,Food Costs,JS ONLINE GROCERY,02/12/2014,4170,16/01/2015,-26.55
Children's Family Services,Cleaning and domestic material,JS ONLINE GROCERY,24/12/2014,4274,16/01/2015,16.7
Children's Family Services,Food Costs,JS ONLINE GROCERY,24/12/2014,4275,16/01/2015,268.75
Children's Family Services,Equipment and Materials Purcha,JS ONLINE GROCERY,02/12/2014,4284,16/01/2015,170.16
Children's Family Services,Equipment and Materials Purcha,JS ONLINE GROCERY,09/12/2014,4289,16/01/2015,200.89
Children's Family Services,Equipment and Materials Purcha,JS ONLINE GROCERY,16/12/2014,4291,16/01/2015,198.19
Children's Education & Skills,Food Costs,KAYS DELICATESSEN,10/12/2014,4144,16/01/2015,437.14
Children's Education & Skills,Food Costs,KAYS DELICATESSEN,17/12/2014,4147,16/01/2015,324.79
Children's Education & Skills,Food Costs,KAYS DELICATESSEN,22/12/2014,4149,16/01/2015,229.9
Children's Education & Skills,Equipment and Materials Purcha,KEY INDUSTRIAL EQUI,11/12/2014,4145,16/01/2015,85.2
Children's Family Services,Food Costs,KFC LIVERPOOL,15/12/2014,4208,16/01/2015,11.98
Children's Family Services,Travelling Expenses,L B BARNET PARKING,19/12/2014,4328,16/01/2015,0.65
Children's Family Services,Travelling Expenses,L B BARNET PARKING,24/12/2014,4215,16/01/2015,0.35
Children's Family Services,Travelling Expenses,L B BARNET PARKING,24/12/2014,4214,16/01/2015,0.65
Children's Service DSG,Subscriptions,LBBRENT HOTLINE PAY,16/12/2014,4282,16/01/2015,150
Children's Family Services,Travelling Expenses,LBE ADAPTIS PAY BY,19/12/2014,4152,16/01/2015,2.6
Children's Family Services,Other Transfer Payments to Soc,LOVE2REWARD.CO.UK,05/12/2014,4350,16/01/2015,506
Children's Family Services,Travelling Expenses,LUL TICKET MACHINE,15/12/2014,4210,16/01/2015,5
Children's Family Services,Other Transfer Payments to Soc,LUL TICKET MACHINE,15/12/2014,4209,16/01/2015,10
Children's Family Services,Travelling Expenses,LUL TICKET OFFICE.,08/12/2014,4184,16/01/2015,10
Children's Family Services,Travelling Expenses,LUL TICKET OFFICE.,08/12/2014,4183,16/01/2015,11.6
Children's Family Services,Other Transfer Payments to Soc,ARGOS LTD,23/12/2014,4163,16/01/2015,42.74
Children's Family Services,Other Transfer Payments to Soc,GD STUDIO 211,26/12/2014,4164,16/01/2015,32
Children's Family Services,Food Costs,NANDOS WOOD GREEN,26/12/2014,4166,16/01/2015,18.05
Children's Family Services,Other Transfer Payments to Soc,NEWLOOK 271,15/12/2014,4161,16/01/2015,18.5
Children's Family Services,Other Transfer Payments to Soc,PRIMARK STORES LTD,15/12/2014,4162,16/01/2015,78.9
Children's Family Services,Other Transfer Payments to Soc,THE BODY SHOP,26/12/2014,4165,16/01/2015,22
Children's Education & Skills,Equipment and Materials Purcha,MAJESTIC WINE,09/12/2014,4008,16/01/2015,347.42
Children's Family Services,Equipment and Materials Purcha,MAKRO SELF SERVICE,05/12/2014,4041,16/01/2015,31.18
Children's Family Services,Equipment and Materials Purcha,MAKRO SELF SERVICE,23/12/2014,4076,16/01/2015,17.38
Children's Family Services,Food Costs,MAKRO SELF SERVICE,23/12/2014,4075,16/01/2015,70.59
Children's Family Services,Food Costs,MARKS  SPENCER,22/12/2014,4073,16/01/2015,30.1
Children's Family Services,Food Costs,MARKS  SPENCER,19/12/2014,4067,16/01/2015,25
Children's Family Services,Food Costs,MARKS  SPENCER,05/12/2014,4040,16/01/2015,15.05
Children's Family Services,Food Costs,MARKS  SPENCER,31/12/2014,4089,16/01/2015,12
Children's Family Services,Food Costs,MARKS  SPENCER,15/12/2014,4057,16/01/2015,9.8
Children's Family Services,Other Transfer Payments to Soc,MATALAN,05/12/2014,4039,16/01/2015,17
Commissioning,Subsistence,MCDONALDS,18/12/2014,4138,16/01/2015,1.19
Children's Family Services,Food Costs,MCDONALDS REST,29/12/2014,4349,16/01/2015,15.16
Children's Family Services,Other Transfer Payments to Soc,METRO RADIO CARS,05/12/2014,4341,16/01/2015,26.5
Commissioning,Consumable Catering Supplies,MIDDLESEX UNIVERSIT,17/12/2014,4137,16/01/2015,6.29
Children's Family Services,Equipment and Materials Purcha,MISSGUIDED LIMITED,22/12/2014,4332,16/01/2015,75.99
Children's Family Services,Food Costs,NANDOS FINCHLEY,29/12/2014,4348,16/01/2015,18.25
Children's Family Services,Equipment and Materials Purcha,NCP LIMITED PD,08/12/2014,4185,16/01/2015,2
Commissioning,Subscriptions,NOAHS ARK,10/12/2014,4127,16/01/2015,71.1
Children's Family Services,Travelling Expenses,OYSTER AUTOTOPUP,26/12/2014,4317,16/01/2015,20
Children's Family Services,Travelling Expenses,OYSTER AUTOTOPUP,15/12/2014,4167,16/01/2015,20
Children's Family Services,Travelling Expenses,OYSTER AUTOTOPUP,12/12/2014,4298,16/01/2015,20
Children's Family Services,Travelling Expenses,OYSTER BUS AUTOTOP,18/12/2014,4316,16/01/2015,20
Children's Family Services,Travelling Expenses,OYSTER BUS AUTOTOP,15/12/2014,4154,16/01/2015,20
Children's Family Services,Travelling Expenses,OYSTER BUS AUTOTOP,15/12/2014,4155,16/01/2015,20
Children's Family Services,Travelling Expenses,OYSTER BUS AUTOTOP,26/12/2014,4156,16/01/2015,20
Children's Family Services,Travelling Expenses,OYSTER BUS AUTOTOP,11/12/2014,4300,16/01/2015,20
Children's Family Services,Travelling Expenses,OYSTER BUS AUTOTOP,22/12/2014,4118,16/01/2015,20
Children's Family Services,Travelling Expenses,OYSTER BUS AUTOTOP,15/12/2014,4092,16/01/2015,20
Children's Family Services,Travelling Expenses,OYSTER BUS AUTOTOP,08/12/2014,4241,16/01/2015,20
Children's Family Services,Travelling Expenses,OYSTER BUS AUTOTOP,26/12/2014,4094,16/01/2015,20
Children's Family Services,Travelling Expenses,OYSTER BUS AUTOTOP,15/12/2014,4093,16/01/2015,20
Adults and Communities,Travelling Expenses,OYSTER BUS AUTOTOP,08/12/2014,4159,16/01/2015,20
Children's Family Services,Travelling Expenses,OYSTER BUS AUTOTOP,15/12/2014,4234,16/01/2015,20
Children's Family Services,Other Services,P W R EVENTS LIMITE,24/12/2014,4213,16/01/2015,40
Children's Family Services,Subscriptions,PACEY COMMERCIAL SE,19/12/2014,4323,16/01/2015,76
Children's Family Services,Food Costs,PARENTPAY.COM,02/12/2014,4242,16/01/2015,15
Children's Family Services,Food Costs,PARENTPAY.COM,15/12/2014,4262,16/01/2015,15
Children's Family Services,Food Costs,PARENTPAY.COM,09/12/2014,4255,16/01/2015,15
Children's Family Services,Equipment and Materials Purcha,PAYPAL CHARLOTTEIN,15/12/2014,4196,16/01/2015,170
Children's Family Services,Training,PAYPAL HEP LTD,15/12/2014,4319,16/01/2015,480
Children's Family Services,Training,PAYPAL HEP LTD,17/12/2014,4320,16/01/2015,480
Children's Family Services,Training,PAYPAL HEP LTD,12/12/2014,4318,16/01/2015,240
Children's Education & Skills,Equipment and Materials Purcha,PAYPAL REMMERCOLTD,02/12/2014,4029,16/01/2015,-180.79
Children's Family Services,Other Services,PC WORLD,31/12/2014,4200,16/01/2015,66.66
Children's Family Services,Professional Services,PHOENIX COMMERCIAL,02/12/2014,4119,16/01/2015,989.05
Children's Family Services,Postage,POST OFFICE COUNTER,02/12/2014,4283,16/01/2015,53
Children's Family Services,Equipment and Materials Purcha,POUNDLAND LTD 1181,04/12/2014,4091,16/01/2015,8
Children's Family Services,Equipment and Materials Purcha,POUNDLAND LTD 1247,15/12/2014,4290,16/01/2015,95.5
Children's Family Services,Equipment and Materials Purcha,POUNDLAND LTD 1267,15/12/2014,4103,16/01/2015,28
Children's Family Services,Other Transfer Payments to Soc,POUNDLAND LTD 1267,19/12/2014,4327,16/01/2015,34.1
Children's Service DSG,Postage,POUNDLAND LTD 1267,02/12/2014,4321,16/01/2015,7
Commissioning,Private Contractors - Third Pa,PPSECURITYDIR,03/12/2014,4235,16/01/2015,157.2
Commissioning,Subsistence,PRET A MANAGER,16/12/2014,4136,16/01/2015,3.45
Commissioning,Subsistence,PRET A MANGER,05/12/2014,4133,16/01/2015,3.45
Children's Family Services,Other Transfer Payments to Soc,PRIMARK STORES LTD,22/12/2014,4331,16/01/2015,73
Children's Family Services,Other Transfer Payments to Soc,PRIMARK STORES LTD,11/12/2014,4207,16/01/2015,26
Children's Family Services,Equipment and Materials Purcha,RADIANT MEDICARE L,05/12/2014,4240,16/01/2015,5.45
Children's Education & Skills,Equipment and Materials Purcha,REMMERCOLTD,05/12/2014,4002,16/01/2015,172.1
Children's Education & Skills,Private Contractors - Third Pa,REYNARDS UK LTD,03/12/2014,4000,16/01/2015,375.58
Children's Family Services,Cleaning and domestic material,SAINSBURYS S/MKT,22/12/2014,4117,16/01/2015,13.3
Children's Family Services,Cleaning and domestic material,SAINSBURYS S/MKT,09/12/2014,4257,16/01/2015,32.95
Children's Family Services,Cleaning and domestic material,SAINSBURYS S/MKT,08/12/2014,4252,16/01/2015,36.65
Children's Family Services,Cleaning and domestic material,SAINSBURYS S/MKT,02/12/2014,4244,16/01/2015,24.55
Children's Family Services,Cleaning and domestic material,SAINSBURYS S/MKT,15/12/2014,4264,16/01/2015,37.25
Children's Family Services,Cleaning and domestic material,SAINSBURYS S/MKT,22/12/2014,4178,16/01/2015,32.75
Children's Family Services,Cleaning and domestic material,SAINSBURYS S/MKT,16/12/2014,4176,16/01/2015,15.75
Children's Family Services,Food Costs,SAINSBURYS S/MKT,12/12/2014,4260,16/01/2015,52.29
Children's Family Services,Food Costs,SAINSBURYS S/MKT,15/12/2014,4263,16/01/2015,148.3
Children's Family Services,Food Costs,SAINSBURYS S/MKT,02/12/2014,4243,16/01/2015,138.74
Children's Family Services,Food Costs,SAINSBURYS S/MKT,23/12/2014,4272,16/01/2015,157.07
Children's Family Services,Food Costs,SAINSBURYS S/MKT,22/12/2014,4177,16/01/2015,166.32
Children's Family Services,Food Costs,SAINSBURYS S/MKT,16/12/2014,4175,16/01/2015,126.38
Children's Family Services,Food Costs,SAINSBURYS S/MKT,10/12/2014,4174,16/01/2015,20.85
Children's Family Services,Food Costs,SAINSBURYS S/MKT,05/12/2014,4249,16/01/2015,68.15
Children's Family Services,Food Costs,SAINSBURYS S/MKT,08/12/2014,4251,16/01/2015,133.23
Children's Family Services,Food Costs,SAINSBURYS S/MKT,09/12/2014,4256,16/01/2015,158.62
Children's Family Services,Other Transfer Payments to Soc,SAINSBURYS S/MKT,02/12/2014,4245,16/01/2015,31.3
Children's Family Services,Cleaning and domestic material,SAINSBURYS S/MKT,24/12/2014,4078,16/01/2015,4
Children's Family Services,Equipment and Materials Purcha,SAINSBURYS S/MKT,08/12/2014,4046,16/01/2015,5
Children's Family Services,Equipment and Materials Purcha,SAINSBURYS S/MKT,24/12/2014,4077,16/01/2015,13.32
Children's Family Services,Equipment and Materials Purcha,SAINSBURYS S/MKT,30/12/2014,4086,16/01/2015,12
Children's Family Services,Food Costs,SAINSBURYS S/MKT,24/12/2014,4079,16/01/2015,43.51
Children's Family Services,Food Costs,SAINSBURYS S/MKT,30/12/2014,4085,16/01/2015,200.49
Children's Family Services,Food Costs,SAINSBURYS S/MKT,08/12/2014,4045,16/01/2015,69.58
Children's Family Services,Publications,SAINSBURYS S/MKT,08/12/2014,4044,16/01/2015,0.55
Children's Education & Skills,Equipment and Materials Purcha,SAINSBURYS S/MKT,12/12/2014,4031,16/01/2015,18.9
Children's Family Services,Equipment and Materials Purcha,SAINSBURYS S/MKTS,15/12/2014,4102,16/01/2015,13.85
Children's Family Services,Cleaning and domestic material,SAINSBURYS S/MKTS,02/12/2014,4034,16/01/2015,8.2
Children's Family Services,Food Costs,SAINSBURYS S/MKTS,02/12/2014,4035,16/01/2015,12.23
Children's Family Services,Other Transfer Payments to Soc,SAINSBURYS S/MKTS,05/12/2014,4042,16/01/2015,4.66
Children's Education & Skills,Food Costs,SAINSBURYS S/MKTS,19/12/2014,4148,16/01/2015,12
Children's Education & Skills,Food Costs,SAINSBURYS S/MKTS,08/12/2014,4143,16/01/2015,9
Children's Family Services,Food Costs,SAINSBURYS SUPERMA,29/12/2014,4222,16/01/2015,3
Children's Family Services,Building Repairs & Maintenance,SECUREBASE LTD,18/12/2014,4153,16/01/2015,24.05
Children's Family Services,Other Services,SKY SUBSCRIPTION,26/12/2014,4082,16/01/2015,60
Customer Support Group,Advertising,SNA MANUFACTURING L,17/12/2014,4312,16/01/2015,19.78
Children's Family Services,Other Transfer Payments to Soc,SPORTSDIRECT 163,08/12/2014,4204,16/01/2015,21.98
Children's Family Services,Other Transfer Payments to Soc,SPORTSDIRECT 38,24/12/2014,4345,16/01/2015,29.99
Commissioning,Subsistence,STARBUCKS,03/12/2014,4132,16/01/2015,3.55
Children's Family Services,Building Repairs & Maintenance,STREETSCENE-1655,02/12/2014,4168,16/01/2015,92
Children's Family Services,Travelling Expenses,STUDEN PHOTOCARD,15/12/2014,4342,16/01/2015,10
Children's Family Services,Other Transfer Payments to Soc,SUPERDRUG STORES PL,03/12/2014,4038,16/01/2015,16
Children's Family Services,Other Transfer Payments to Soc,T K MAXX,24/12/2014,4346,16/01/2015,29.99
Children's Family Services,Equipment and Materials Purcha,TALLY HO DISCOUNT,12/12/2014,4100,16/01/2015,8
Children's Family Services,Other Transfer Payments to Soc,TALLY HO DISCOUNT,18/12/2014,4326,16/01/2015,51.8
Children's Family Services,Equipment and Materials Purcha,TESCO DELIVERY SAVE,26/12/2014,4108,16/01/2015,6
Children's Education & Skills,Telephones Calls,TESCO MOBILE TOPUP,12/12/2014,4146,16/01/2015,15
Children's Education & Skills,Telephones Calls,TESCO MOBILE TOPUP,05/12/2014,4141,16/01/2015,10
Children's Family Services,Vehicle Running Costs,TESCO PFS 2939,18/12/2014,4106,16/01/2015,24.02
Children's Family Services,Equipment and Materials Purcha,TESCO STORE 2544,26/12/2014,4123,16/01/2015,400
Children's Family Services,Other Services,TESCO STORE 3213,24/12/2014,4199,16/01/2015,250
Children's Education & Skills,Equipment and Materials Purcha,TESCO STORE 35,16/12/2014,4025,16/01/2015,49.5
Children's Education & Skills,Equipment and Materials Purcha,TESCO STORE 35,19/12/2014,4028,16/01/2015,20
Children's Family Services,Food Costs,TESCO STORES 2296,01/01/2015,4223,16/01/2015,8
Children's Education & Skills,Food Costs,TESCO STORES 35,05/12/2014,4142,16/01/2015,8
Children's Family Services,Equipment and Materials Purcha,TESCO STORES 5655,17/12/2014,4299,16/01/2015,3
Children's Family Services,Equipment and Materials Purcha,TESCO STORES 5655,08/12/2014,4297,16/01/2015,4.84
Children's Family Services,Food Costs,TESCO STORES 6412,22/12/2014,4330,16/01/2015,6.97
Children's Family Services,Food Costs,TESCO STORES 6412,05/12/2014,4181,16/01/2015,24.29
Children's Family Services,Equipment and Materials Purcha,TESCO STORES 644,02/12/2014,4095,16/01/2015,211.43
Children's Family Services,Equipment and Materials Purcha,TESCO STORES 644,15/12/2014,4101,16/01/2015,64.74
Children's Family Services,Equipment and Materials Purcha,TESCO STORES 644,16/12/2014,4105,16/01/2015,141.89
Children's Family Services,Food Costs,TESCO STORES 644,09/12/2014,4098,16/01/2015,187.07
Children's Family Services,Food Costs,TESCO STORES 644,16/12/2014,4314,16/01/2015,97.91
Children's Family Services,Equipment and Materials Purcha,TESCO STORES 644,30/12/2014,4301,16/01/2015,47
Commissioning,Travelling Expenses,TFL CC/LEZ CHARGE,23/12/2014,4129,16/01/2015,11.5
Commissioning,Travelling Expenses,TFL CC/LEZ CHARGE,22/12/2014,4128,16/01/2015,14
Commissioning,Travelling Expenses,TFL CC/LEZ CHARGE,05/12/2014,4126,16/01/2015,11.5
Children's Education & Skills,Travelling Expenses,TFL CC/LEZ CHARGE,04/12/2014,4001,16/01/2015,11.5
Children's Education & Skills,Travelling Expenses,TFL CC/LEZ CHARGE,09/12/2014,4007,16/01/2015,23
Children's Family Services,Other Energy,THAMES WATER WEB PA,26/12/2014,4120,16/01/2015,267.63
Commissioning,Equipment and Materials Purcha,TOP GIFT,03/12/2014,4131,16/01/2015,15
Children's Service DSG,Travelling Expenses,TRAINLINE.COM,02/12/2014,4276,16/01/2015,270.2
Children's Family Services,Travelling Expenses,TRAINLINE.COM,08/12/2014,4253,16/01/2015,33.15
Customer Support Group,Grounds maintenance,TREECARE,17/12/2014,4311,16/01/2015,500
Commissioning,Travelling Expenses,TSGN,08/12/2014,4135,16/01/2015,10
Children's Family Services,Other Transfer Payments to Soc,VIRGINTRAINS.CO.UK,08/12/2014,4205,16/01/2015,86.25
Children's Family Services,Telephones Calls,VODAFONE,19/12/2014,4294,16/01/2015,264.01
Children's Family Services,Other Services,VUE BSL LTD,29/12/2014,4347,16/01/2015,17.1
Children's Family Services,Food Costs,WAITROSE 124,18/12/2014,4066,16/01/2015,20.85
Children's Education & Skills,Equipment and Materials Purcha,WAITROSE 124,02/12/2014,3999,16/01/2015,7.99
Children's Education & Skills,Equipment and Materials Purcha,WAITROSE 124,04/12/2014,4030,16/01/2015,107.46
Commissioning,Subsistence,WELCOME BREAK,01/01/2015,4227,16/01/2015,568
Commissioning,Subsistence,WELCOME BREAK,29/12/2014,4225,16/01/2015,429
Commissioning,Subsistence,WELCOME BREAK,26/12/2014,4224,16/01/2015,172
Children's Family Services,Other Transfer Payments to Soc,WH SMITH,15/12/2014,4211,16/01/2015,4.7
Children's Service DSG,Postage,WH SMITH,02/12/2014,4322,16/01/2015,3.98
Children's Family Services,Grounds maintenance,WILDWOODS WATER GAR,22/12/2014,4107,16/01/2015,22
Children's Family Services,Other Transfer Payments to Soc,WILKO RETAIL LIMIT,11/12/2014,4206,16/01/2015,15.4
Children's Family Services,Other Transfer Payments to Soc,WILKO RETAIL LIMIT,26/12/2014,4218,16/01/2015,3
Children's Family Services,Books-CDs-Audio-Video,WJ CHITTY,02/12/2014,4110,16/01/2015,25.8
Children's Service DSG,Books-CDs-Audio-Video,WP-THE BRITISH ASS,11/12/2014,4279,16/01/2015,500
Children's Service DSG,Subscriptions,WP-THE BRITISH ASS,15/12/2014,4281,16/01/2015,130
Children's Family Services,Other Services,WWW.CARTRIDGESAVE.C,16/12/2014,4198,16/01/2015,95.8
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,15/12/2014,4336,16/01/2015,227.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,15/12/2014,4337,16/01/2015,167.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,15/12/2014,4339,16/01/2015,167.5
Streetscene,Vehicle Running Costs,WWW.DVLA.GOV.UK,15/12/2014,4335,16/01/2015,167.5
